book,bookNumber,chapter,verse,reference,referenceKey,testament,text
Genesis,1,7,24,Genesis 7:24,genesis-7-24,Old Testament,And the waters prevailed upon the earth an hundred and fifty days.
Genesis,1,8,1,Genesis 8:1,genesis-8-1,Old Testament,"And God remembered Noah, and every living thing, and all the cattle that was with him in the ark: and God made a wind to pass over the earth, and the waters asswaged;"
Genesis,1,8,2,Genesis 8:2,genesis-8-2,Old Testament,"The fountains also of the deep and the windows of heaven were stopped, and the rain from heaven was restrained;"
Genesis,1,8,3,Genesis 8:3,genesis-8-3,Old Testament,And the waters returned from off the earth continually: and after the end of the hundred and fifty days the waters were abated.
Genesis,1,8,4,Genesis 8:4,genesis-8-4,Old Testament,"And the ark rested in the seventh month, on the seventeenth day of the month, upon the mountains of Ararat."
Genesis,1,8,5,Genesis 8:5,genesis-8-5,Old Testament,"And the waters decreased continually until the tenth month: in the tenth month, on the first day of the month, were the tops of the mountains seen."
Genesis,1,8,6,Genesis 8:6,genesis-8-6,Old Testament,"And it came to pass at the end of forty days, that Noah opened the window of the ark which he had made:"
Genesis,1,8,7,Genesis 8:7,genesis-8-7,Old Testament,"And he sent forth a raven, which went forth to and fro, until the waters were dried up from off the earth."
Genesis,1,8,8,Genesis 8:8,genesis-8-8,Old Testament,"Also he sent forth a dove from him, to see if the waters were abated from off the face of the ground;"
Genesis,1,8,9,Genesis 8:9,genesis-8-9,Old Testament,"But the dove found no rest for the sole of her foot, and she returned unto him into the ark, for the waters were on the face of the whole earth: then he put forth his hand, and took her, and pulled her in unto him into the ark."
Genesis,1,8,10,Genesis 8:10,genesis-8-10,Old Testament,And he stayed yet other seven days; and again he sent forth the dove out of the ark;
Genesis,1,8,11,Genesis 8:11,genesis-8-11,Old Testament,"And the dove came in to him in the evening; and, lo, in her mouth was an olive leaf pluckt off: so Noah knew that the waters were abated from off the earth."
Genesis,1,8,12,Genesis 8:12,genesis-8-12,Old Testament,And he stayed yet other seven days; and sent forth the dove; which returned not again unto him any more.
Genesis,1,8,13,Genesis 8:13,genesis-8-13,Old Testament,"And it came to pass in the six hundredth and first year, in the first month, the first day of the month, the waters were dried up from off the earth: and Noah removed the covering of the ark, and looked, and, behold, the face of the ground was dry."
Genesis,1,8,14,Genesis 8:14,genesis-8-14,Old Testament,"And in the second month, on the seven and twentieth day of the month, was the earth dried."
Genesis,1,8,15,Genesis 8:15,genesis-8-15,Old Testament,"And God spake unto Noah, saying,"
Genesis,1,8,16,Genesis 8:16,genesis-8-16,Old Testament,"Go forth of the ark, thou, and thy wife, and thy sons, and thy sons' wives with thee."
Genesis,1,8,17,Genesis 8:17,genesis-8-17,Old Testament,"Bring forth with thee every living thing that is with thee, of all flesh, both of fowl, and of cattle, and of every creeping thing that creepeth upon the earth; that they may breed abundantly in the earth, and be fruitful, and multiply upon the earth."
Genesis,1,8,18,Genesis 8:18,genesis-8-18,Old Testament,"And Noah went forth, and his sons, and his wife, and his sons' wives with him:"
Genesis,1,8,19,Genesis 8:19,genesis-8-19,Old Testament,"Every beast, every creeping thing, and every fowl, and whatsoever creepeth upon the earth, after their kinds, went forth out of the ark."
Genesis,1,8,20,Genesis 8:20,genesis-8-20,Old Testament,"And Noah builded an altar unto the LORD; and took of every clean beast, and of every clean fowl, and offered burnt offerings on the altar."
Genesis,1,8,21,Genesis 8:21,genesis-8-21,Old Testament,"And the LORD smelled a sweet savour; and the LORD said in his heart, I will not again curse the ground any more for man's sake; for the imagination of man's heart is evil from his youth; neither will I again smite any more every thing living, as I have done."
Genesis,1,8,22,Genesis 8:22,genesis-8-22,Old Testament,"While the earth remaineth, seedtime and harvest, and cold and heat, and summer and winter, and day and night shall not cease."
Genesis,1,9,1,Genesis 9:1,genesis-9-1,Old Testament,"And God blessed Noah and his sons, and said unto them, Be fruitful, and multiply, and replenish the earth."
Genesis,1,9,2,Genesis 9:2,genesis-9-2,Old Testament,"And the fear of you and the dread of you shall be upon every beast of the earth, and upon every fowl of the air, upon all that moveth upon the earth, and upon all the fishes of the sea; into your hand are they delivered."
Genesis,1,9,3,Genesis 9:3,genesis-9-3,Old Testament,Every moving thing that liveth shall be meat for you; even as the green herb have I given you all things.
Genesis,1,9,4,Genesis 9:4,genesis-9-4,Old Testament,"But flesh with the life thereof, which is the blood thereof, shall ye not eat."
Genesis,1,9,5,Genesis 9:5,genesis-9-5,Old Testament,"And surely your blood of your lives will I require; at the hand of every beast will I require it, and at the hand of man; at the hand of every man's brother will I require the life of man."
Genesis,1,9,6,Genesis 9:6,genesis-9-6,Old Testament,"Whoso sheddeth man's blood, by man shall his blood be shed: for in the image of God made he man."
Genesis,1,9,7,Genesis 9:7,genesis-9-7,Old Testament,"And you, be ye fruitful, and multiply; bring forth abundantly in the earth, and multiply therein."
Genesis,1,9,8,Genesis 9:8,genesis-9-8,Old Testament,"And God spake unto Noah, and to his sons with him, saying,"
Genesis,1,9,9,Genesis 9:9,genesis-9-9,Old Testament,"And I, behold, I establish my covenant with you, and with your seed after you;"
Genesis,1,9,10,Genesis 9:10,genesis-9-10,Old Testament,"And with every living creature that is with you, of the fowl, of the cattle, and of every beast of the earth with you; from all that go out of the ark, to every beast of the earth."
Genesis,1,9,11,Genesis 9:11,genesis-9-11,Old Testament,And I will establish my covenant with you; neither shall all flesh be cut off any more by the waters of a flood; neither shall there any more be a flood to destroy the earth.
Genesis,1,9,12,Genesis 9:12,genesis-9-12,Old Testament,"And God said, This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:"
Genesis,1,9,13,Genesis 9:13,genesis-9-13,Old Testament,"I do set my bow in the cloud, and it shall be for a token of a covenant between me and the earth."
Genesis,1,9,14,Genesis 9:14,genesis-9-14,Old Testament,"And it shall come to pass, when I bring a cloud over the earth, that the bow shall be seen in the cloud:"
Genesis,1,9,15,Genesis 9:15,genesis-9-15,Old Testament,"And I will remember my covenant, which is between me and you and every living creature of all flesh; and the waters shall no more become a flood to destroy all flesh."
Genesis,1,9,16,Genesis 9:16,genesis-9-16,Old Testament,"And the bow shall be in the cloud; and I will look upon it, that I may remember the everlasting covenant between God and every living creature of all flesh that is upon the earth."
Genesis,1,9,17,Genesis 9:17,genesis-9-17,Old Testament,"And God said unto Noah, This is the token of the covenant, which I have established between me and all flesh that is upon the earth."
Genesis,1,9,18,Genesis 9:18,genesis-9-18,Old Testament,"And the sons of Noah, that went forth of the ark, were Shem, and Ham, and Japheth: and Ham is the father of Canaan."
Genesis,1,9,19,Genesis 9:19,genesis-9-19,Old Testament,These are the three sons of Noah: and of them was the whole earth overspread.
Genesis,1,9,20,Genesis 9:20,genesis-9-20,Old Testament,"And Noah began to be an husbandman, and he planted a vineyard:"
Genesis,1,9,21,Genesis 9:21,genesis-9-21,Old Testament,"And he drank of the wine, and was drunken; and he was uncovered within his tent."
Genesis,1,9,22,Genesis 9:22,genesis-9-22,Old Testament,"And Ham, the father of Canaan, saw the nakedness of his father, and told his two brethren without."
Genesis,1,9,23,Genesis 9:23,genesis-9-23,Old Testament,"And Shem and Japheth took a garment, and laid it upon both their shoulders, and went backward, and covered the nakedness of their father; and their faces were backward, and they saw not their father's nakedness."
Genesis,1,9,24,Genesis 9:24,genesis-9-24,Old Testament,"And Noah awoke from his wine, and knew what his younger son had done unto him."
Genesis,1,9,25,Genesis 9:25,genesis-9-25,Old Testament,"And he said, Cursed be Canaan; a servant of servants shall he be unto his brethren."
Genesis,1,9,26,Genesis 9:26,genesis-9-26,Old Testament,"And he said, Blessed be the LORD God of Shem; and Canaan shall be his servant."
Genesis,1,9,27,Genesis 9:27,genesis-9-27,Old Testament,"God shall enlarge Japheth, and he shall dwell in the tents of Shem; and Canaan shall be his servant."
Genesis,1,9,28,Genesis 9:28,genesis-9-28,Old Testament,And Noah lived after the flood three hundred and fifty years.
Genesis,1,9,29,Genesis 9:29,genesis-9-29,Old Testament,And all the days of Noah were nine hundred and fifty years: and he died.
Genesis,1,10,1,Genesis 10:1,genesis-10-1,Old Testament,"Now these are the generations of the sons of Noah, Shem, Ham, and Japheth: and unto them were sons born after the flood."
Genesis,1,10,2,Genesis 10:2,genesis-10-2,Old Testament,"The sons of Japheth; Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras."
Genesis,1,10,3,Genesis 10:3,genesis-10-3,Old Testament,"And the sons of Gomer; Ashkenaz, and Riphath, and Togarmah."
Genesis,1,10,4,Genesis 10:4,genesis-10-4,Old Testament,"And the sons of Javan; Elishah, and Tarshish, Kittim, and Dodanim."
Genesis,1,10,5,Genesis 10:5,genesis-10-5,Old Testament,"By these were the isles of the Gentiles divided in their lands; every one after his tongue, after their families, in their nations."
Genesis,1,10,6,Genesis 10:6,genesis-10-6,Old Testament,"And the sons of Ham; Cush, and Mizraim, and Phut, and Canaan."
Genesis,1,10,7,Genesis 10:7,genesis-10-7,Old Testament,"And the sons of Cush; Seba, and Havilah, and Sabtah, and Raamah, and Sabtecha: and the sons of Raamah; Sheba, and Dedan."
Genesis,1,10,8,Genesis 10:8,genesis-10-8,Old Testament,And Cush begat Nimrod: he began to be a mighty one in the earth.
Genesis,1,10,9,Genesis 10:9,genesis-10-9,Old Testament,"He was a mighty hunter before the LORD: wherefore it is said, Even as Nimrod the mighty hunter before the LORD."
Genesis,1,10,10,Genesis 10:10,genesis-10-10,Old Testament,"And the beginning of his kingdom was Babel, and Erech, and Accad, and Calneh, in the land of Shinar."
Genesis,1,10,11,Genesis 10:11,genesis-10-11,Old Testament,"Out of that land went forth Asshur, and builded Nineveh, and the city Rehoboth, and Calah,"
Genesis,1,10,12,Genesis 10:12,genesis-10-12,Old Testament,And Resen between Nineveh and Calah: the same is a great city.
Genesis,1,10,13,Genesis 10:13,genesis-10-13,Old Testament,"And Mizraim begat Ludim, and Anamim, and Lehabim, and Naphtuhim,"
Genesis,1,10,14,Genesis 10:14,genesis-10-14,Old Testament,"And Pathrusim, and Casluhim, (out of whom came Philistim,) and Caphtorim."
Genesis,1,10,15,Genesis 10:15,genesis-10-15,Old Testament,"And Canaan begat Sidon his firstborn, and Heth,"
Genesis,1,10,16,Genesis 10:16,genesis-10-16,Old Testament,"And the Jebusite, and the Amorite, and the Girgasite,"
Genesis,1,10,17,Genesis 10:17,genesis-10-17,Old Testament,"And the Hivite, and the Arkite, and the Sinite,"
Genesis,1,10,18,Genesis 10:18,genesis-10-18,Old Testament,"And the Arvadite, and the Zemarite, and the Hamathite: and afterward were the families of the Canaanites spread abroad."
Genesis,1,10,19,Genesis 10:19,genesis-10-19,Old Testament,"And the border of the Canaanites was from Sidon, as thou comest to Gerar, unto Gaza; as thou goest, unto Sodom, and Gomorrah, and Admah, and Zeboim, even unto Lasha."
Genesis,1,10,20,Genesis 10:20,genesis-10-20,Old Testament,"These are the sons of Ham, after their families, after their tongues, in their countries, and in their nations."
Genesis,1,10,21,Genesis 10:21,genesis-10-21,Old Testament,"Unto Shem also, the father of all the children of Eber, the brother of Japheth the elder, even to him were children born."
